
4	0
6	6
158.043	6
-87.7618	158.043
328.352	-87.7618
-123.15	158.043
780.595	-87.7618
-1768.48	158.043
3898.26	-87.7618
1187.65	158.043
-2449.55	-87.7618
4529.48	-2449.55
-7187.86	-87.7618
1559.87	-2449.55
1395.96	-87.7618
887.818	1395.96
683.961	887.818
571.973	683.961
452.531	571.973
-8.29808	452.531
499.013	-8.29808
283.157	499.013
283.462	283.157
280.187	283.462
146.484	280.187
239.226	146.484
-25.7671	239.226
444.524	-25.7671
-544.932	444.524
-1.54915	-544.932
-587.46	-1.54915
560.583	-587.46
-572.284	560.583
-366.356	-572.284
-49.8404	-366.356
-310.96	-49.8404
767.87	-310.96
-1048.29	767.87
741.942	-1048.29
-3519.09	741.942
7933.5	-3519.09
-28937.7	741.942
79773.7	-3519.09
-96019.4	741.942
-41110.8	-3519.09
31715.4	741.942
2257.55	-3519.09
-11424.8	741.942
-1493.25	-11424.8
-14495.3	-1493.25
32069.8	-14495.3
-124497	32069.8
437658	-14495.3
-650457	32069.8
395847	-14495.3
-33335.8	32069.8
25431.5	-14495.3
-84221.2	25431.5
-75010	-84221.2
-25471.8	-75010
-29911.5	-25471.8
16749.6	-29911.5
9631.59	16749.6
9589.16	9631.59
-7769.97	9589.16
6150.81	-7769.97
-4749.55	6150.81
13769.5	-4749.55
-30726.8	13769.5
95456	-30726.8
-226437	95456
305473	-226437
-38414.2	95456
218003	-226437
-402558	218003
534630	-226437
-1.92482e+06	218003
4.13154e+06	-226437
2.29308e+06	218003
-2.94027e+06	-226437
1.41612e+06	218003
-2.42671e+06	-226437
3.20877e+06	218003
-3.8884e+06	-226437
1.56816e+06	218003
683619	-226437
-33822.9	218003
209151	-33822.9
-516693	209151
768457	-516693
-3.29745e+06	768457
7.77053e+06	-3.29745e+06
-5.24911e+06	768457
-1.44137e+06	-3.29745e+06
-1.98642e+06	768457
2.67814e+06	-3.29745e+06
1.57845e+06	768457
-1.76407e+06	-3.29745e+06
-1.53106e+06	768457
-401040	-3.29745e+06
-5.13997e+06	768457
-2.01158e+06	-5.13997e+06
-4.03309e+06	768457
8.20994e+06	-5.13997e+06
-4.85737e+06	768457
4.08608e+06	-5.13997e+06
2.2124e+06	768457
-4.85593e+06	-5.13997e+06
1.39113e+06	768457
773996	-5.13997e+06
-1.09599e+07	773996
2.63344e+07	-1.09599e+07
-4.77355e+07	773996
-1.09023e+07	-1.09599e+07
-7.04389e+06	773996
1.72462e+07	-1.09599e+07
-2.59575e+07	773996
-9.5656e+06	-1.09599e+07
-1.33012e+06	773996
3.69786e+06	-1.09599e+07
-1.11918e+07	3.69786e+06
3.39197e+06	-1.11918e+07
-1.70551e+07	3.69786e+06
3.45334e+07	-1.70551e+07
-9.56573e+07	3.69786e+06
1.85908e+08	-1.70551e+07
-1.83749e+08	3.69786e+06
-9.24198e+07	-1.70551e+07
3.10056e+07	3.69786e+06
-6.63404e+07	-1.70551e+07
-5.82243e+07	3.69786e+06
6.60106e+07	-1.70551e+07
-1.3166e+08	3.69786e+06
9.59574e+07	-1.70551e+07
5.22081e+07	3.69786e+06
-1.39023e+08	-1.70551e+07
3.41924e+08	3.69786e+06
-4.05625e+08	-1.70551e+07
1.43939e+08	3.69786e+06
-1.24171e+08	-1.70551e+07
4.92854e+07	3.69786e+06
-1.11425e+08	-1.70551e+07
1.89971e+07	-1.11425e+08
-1.17303e+08	-1.70551e+07
996643	-1.17303e+08
-2.33533e+08	-1.70551e+07
3.44932e+07	-2.33533e+08
-4.12744e+08	-1.70551e+07
5.04469e+08	-4.12744e+08
-5.28016e+07	-1.70551e+07
8.20246e+07	-4.12744e+08
-8.86345e+08	8.20246e+07
5.88732e+08	-4.12744e+08
-1.00434e+09	8.20246e+07
2.7178e+09	-4.12744e+08
2.39653e+09	8.20246e+07
-6.97493e+09	-4.12744e+08
8.52746e+09	8.20246e+07
6.81292e+09	-4.12744e+08
-8.10525e+09	8.20246e+07
-1.78156e+09	-4.12744e+08
3.53025e+09	8.20246e+07
-5.21738e+09	-4.12744e+08
7.96384e+09	8.20246e+07
1.69367e+09	-4.12744e+08
-4.70687e+09	8.20246e+07
-2.36473e+09	-4.12744e+08
-1.41568e+09	8.20246e+07
2.91434e+09	-4.12744e+08
-1.0061e+09	2.91434e+09
8.26632e+09	-4.12744e+08
-1.42917e+09	8.26632e+09
6.05359e+09	-4.12744e+08
2.54142e+09	6.05359e+09
3.96469e+09	-4.12744e+08
-9.96033e+09	6.05359e+09
2.68191e+10	-4.12744e+08
-3.80678e+10	6.05359e+09
8.47583e+10	-4.12744e+08
-1.13207e+09	6.05359e+09
1.27133e+09	-4.12744e+08
1.26177e+09	1.27133e+09
1.10898e+09	1.26177e+09
-4.32862e+08	1.10898e+09
2.93451e+09	-4.32862e+08
2.80439e+08	2.93451e+09
8.29243e+08	2.80439e+08
-6.95453e+08	8.29243e+08
-6.32169e+08	-6.95453e+08
-5.02722e+08	-6.32169e+08
-1.63406e+08	-5.02722e+08
-4.28051e+08	-1.63406e+08
5.22531e+08	-4.28051e+08
-1.07858e+09	5.22531e+08
-6.82597e+08	-1.07858e+09
-4.32253e+08	-6.82597e+08
-3.58783e+08	-4.32253e+08
3.84983e+07	-3.58783e+08
-2.14562e+08	3.84983e+07
1.93849e+08	-2.14562e+08
-8.61161e+07	1.93849e+08
3.36977e+08	-8.61161e+07
-4.72617e+08	3.36977e+08
1.13959e+09	-4.72617e+08
2.57959e+08	1.13959e+09
8.86787e+08	2.57959e+08
-2.03241e+09	8.86787e+08
4.85787e+09	-2.03241e+09
-1.68716e+10	4.85787e+09
-2.20726e+09	-1.68716e+10
-1.05771e+10	4.85787e+09
-1.29858e+09	-1.05771e+10
-1.71815e+10	4.85787e+09
1.8701e+10	-1.71815e+10
-9.02494e+10	4.85787e+09
-5.41024e+10	-1.71815e+10
5.9708e+10	4.85787e+09
3.80809e+10	-1.71815e+10
-4.36368e+10	4.85787e+09
1.28007e+11	-1.71815e+10
1.01544e+11	4.85787e+09
-2.53137e+11	-1.71815e+10
3.05537e+10	4.85787e+09
4.98245e+09	-1.71815e+10
-3.67723e+10	4.85787e+09
2.76303e+10	-3.67723e+10
-9.54573e+09	4.85787e+09
