
4	0
6	6
160.043	6
63.6013	160.043
94.6526	63.6013
107.696	94.6526
83.5757	107.696
126.179	83.5757
66.0759	126.179
38.7145	66.0759
163.638	38.7145
20.6148	163.638
106.021	38.7145
146.845	163.638
186.768	146.845
203.531	163.638
115.752	146.845
32.4926	163.638
15.1456	32.4926
199.856	15.1456
130.908	32.4926
31.16	15.1456
-68.0949	31.16
-162.585	-68.0949
12.7881	31.16
300.431	-68.0949
-61.8849	300.431
206.69	-68.0949
12.028	300.431
-57.5005	-68.0949
67.7817	-57.5005
109.16	-68.0949
19.2562	109.16
-51.18	19.2562
147.729	-51.18
-39.7546	19.2562
91.8222	-39.7546
95.093	19.2562
55.5292	95.093
163.189	55.5292
22.5449	163.189
298.863	55.5292
-243.519	298.863
169.727	55.5292
530.613	298.863
279.369	55.5292
-161.648	298.863
642.683	55.5292
973.384	298.863
-1109.58	55.5292
814.29	298.863
286.61	55.5292
-1076.2	298.863
681.181	-1076.2
603.082	298.863
95.1561	-1076.2
-1106.33	298.863
2080.3	-1106.33
5021.57	298.863
712.93	-1106.33
-4046.27	298.863
2695.38	-4046.27
8387.26	298.863
13791.3	-4046.27
-38741.5	298.863
-48301	-4046.27
-7289.69	298.863
51333.3	-4046.27
-37421.8	51333.3
85364.9	-4046.27
-45650.4	51333.3
-38231	-4046.27
-1028.1	51333.3
115739	-4046.27
11932.8	115739
-7632.98	-4046.27
-5710.45	-7632.98
2000.71	-5710.45
7630.33	2000.71
-2506.93	7630.33
-2825.17	-2506.93
1624.45	-2825.17
-1201.95	1624.45
697.827	-1201.95
792.639	697.827
648.767	792.639
322.607	648.767
84.4989	322.607
253.627	84.4989
88.9582	253.627
272.193	88.9582
-78.8148	272.193
-63.6504	-78.8148
1.69661	-63.6504
110.369	1.69661
101.929	110.369
94.3169	101.929
105.312	94.3169
99.8432	105.312
96.0342	99.8432
106.991	96.0342
112.866	106.991
84.8157	112.866
116.679	84.8157
119.121	116.679
103.167	119.121
89.0133	103.167
123.462	89.0133
78.783	123.462
54.2989	78.783
152.955	54.2989
2.45898	152.955
140.702	2.45898
210.463	140.702
216.103	210.463
22.768	216.103
86.6149	22.768
134.763	86.6149
99.3497	134.763
116.735	99.3497
106.442	116.735
98.3028	106.442
101.352	98.3028
98.3955	101.352
102.334	98.3955
97.2161	102.334
99.6096	97.2161
101.51	99.6096
100.902	101.51
99.8037	100.902
98.7964	99.8037
100.075	98.7964
99.5586	100.075
99.8586	99.5586
100.125	99.8586
99.6475	100.125
100.7	99.6475
99.8264	100.7
99.6774	99.8264
99.9733	99.6774
100.067	99.9733
99.8881	100.067
99.8934	99.8881
99.9911	99.8934
100.041	99.9911
99.9131	100.041
99.9133	99.9131
100.041	99.9133
99.9772	100.041
99.9471	99.9772
100.043	99.9471
99.9053	100.043
99.9523	99.9053
100	99.9523
99.9628	100
99.9297	99.9628
100.102	99.9297
99.9601	100.102
99.8363	99.9601
100.018	99.8363
100.122	100.018
99.8447	100.122
100.11	99.8447
99.8818	100.11
99.7909	99.8818
100.205	99.7909
100.467	100.205
100.568	100.467
99.6743	100.568
99.5464	99.6743
100.513	99.5464
100.633	100.513
100.247	100.633
99.8993	100.247
100.209	99.8993
99.6532	100.209
100.375	99.6532
99.7799	100.375
100.403	99.7799
100.508	100.403
100.435	100.508
100.362	100.435
100.253	100.362
99.9117	100.253
100.303	99.9117
100.402	100.303
100.385	100.402
99.9608	100.385
99.55	99.9608
99.3351	99.55
99.92	99.3351
99.7453	99.92
100.16	99.7453
99.9501	100.16
99.7788	99.9501
99.9503	99.7788
100.073	99.9503
99.9235	100.073
99.9054	99.9235
99.9857	99.9054
100.035	99.9857
99.9868	100.035
100.004	99.9868
99.9945	100.004
99.9898	99.9945
100	99.9898
99.9903	100
100.008	99.9903
99.9789	100.008
99.969	99.9789
99.9866	99.969
100.003	99.9866
99.9814	100.003
99.9966	99.9814
99.9882	99.9966
99.9838	99.9882
100.005	99.9838
100.022	100.005
100.005	100.022
100.01	100.005
100.015	100.01
99.9852	100.015
99.9815	99.9852
99.9878	99.9815
100.003	99.9878
100.003	100.003
100.002	100.003
99.9998	100.002
100.001	99.9998
100	100.001
100	100
100	100
100	100
100	100
99.9999	100
100	99.9999
99.9999	100
100	99.9999
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
99.9999	100
100	99.9999
100	100
100	100
100	100
100	100
100	100
100	100
100	100
99.9999	100
100	99.9999
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
100	100
