
2	374	-506
2.01	374.02	-505.95
1.09579	351.013	-491.896
1.22115	336.888	-502.329
1.45865	313.776	-482.367
1.43282	280.128	-478.546
1.32098	216.458	-476.165
1.36332	159.501	-464.121
1.40071	115.851	-457.88
1.40011	83.4613	-448.483
1.38218	58.442	-437.299
1.38615	36.2508	-436.565
1.39095	18.0096	-420.827
1.39038	3.6269	-415.938
1.39023	-5.31067	-407.48
1.39024	-9.34372	-398.164
1.39027	-11.8805	-392.704
1.39027	-9.46191	-390.846
1.39027	-6.89451	-377.68
1.39027	-4.64504	-374.33
1.39027	-2.9745	-370.933
1.39027	-1.63793	-368.691
1.39027	-0.701957	-360.269
1.39027	-0.121329	-353.11
1.39027	0.293412	-346.926
1.39027	0.60123	-338.615
1.39027	0.826146	-335.11
1.39027	1.02109	-324.137
1.39027	1.16988	-320.674
1.39027	1.28406	-313.154
1.39027	1.37505	-312.697
1.39027	1.38816	-302.506
1.39027	1.39239	-298.825
1.39027	1.39336	-289.52
1.39027	1.39418	-285.307
1.39027	1.39388	-282.59
1.39027	1.3931	-281.451
1.39027	1.39237	-279.245
1.39027	1.39179	-276.368
1.39027	1.39128	-267.624
1.39027	1.39095	-263.782
1.39027	1.39069	-261.77
1.39027	1.39053	-259.763
1.39027	1.39045	-251.804
1.39027	1.3904	-249.851
1.39027	1.39035	-248.029
1.39027	1.39032	-239.814
1.39027	1.3903	-236.938
1.39027	1.39028	-233.96
1.39027	1.39027	-231.171
1.39027	1.39026	-227.011
1.39027	1.39026	-223.052
1.39027	1.39026	-217.167
1.39027	1.39026	-213.776
1.39027	1.39026	-209.141
1.39027	1.39027	-207.112
1.39027	1.39027	-203.245
1.39027	1.39027	-197.842
1.39027	1.39027	-195.22
1.39027	1.39027	-193.213
1.39027	1.39027	-190.426
1.39027	1.39027	-186.794
1.39027	1.39027	-183.302
1.39027	1.39027	-180.856
1.39027	1.39027	-177.081
1.39027	1.39027	-175.858
1.39027	1.39027	-175.19
1.39027	1.39027	-174.749
1.39027	1.39027	-173.787
1.39027	1.39027	-170.859
1.39027	1.39027	-169.969
1.39027	1.39027	-165.867
1.39027	1.39027	-162.598
1.39027	1.39027	-161.445
1.39027	1.39027	-156.701
1.39027	1.39027	-154.84
1.39027	1.39027	-150.245
1.39027	1.39027	-149.94
1.39027	1.39027	-148.425
1.39027	1.39027	-145.934
1.39027	1.39027	-142.998
1.39027	1.39027	-140.363
1.39027	1.39027	-139.931
1.39027	1.39027	-137.901
1.39027	1.39027	-135.876
1.39027	1.39027	-131.92
1.39027	1.39027	-131.654
1.39027	1.39027	-129.273
1.39027	1.39027	-128.93
1.39027	1.39027	-126.29
1.39027	1.39027	-125.215
1.39027	1.39027	-121.752
1.39027	1.39027	-119.705
1.39027	1.39027	-117.165
1.39027	1.39027	-115.484
1.39027	1.39027	-115.294
1.39027	1.39027	-114.427
1.39027	1.39027	-110.372
1.39027	1.39027	-109.687
1.39027	1.39027	-107.092
1.39027	1.39027	-105.27
1.39027	1.39027	-102.553
1.39027	1.39027	-100.658
1.39027	1.39027	-98.1187
1.39027	1.39027	-97.0524
1.39027	1.39027	-95.4975
1.39027	1.39027	-93.4495
1.39027	1.39027	-91.6543
1.39027	1.39027	-90.6977
1.39027	1.39027	-88.4206
1.39027	1.39027	-87.8674
1.39027	1.39027	-86.6908
1.39027	1.39027	-86.6005
1.39027	1.39027	-83.7007
1.39027	1.39027	-82.6808
1.39027	1.39027	-81.5121
1.39027	1.39027	-80.9417
1.39027	1.39027	-80.6967
1.39027	1.39027	-79.8531
1.39027	1.39027	-78.1643
1.39027	1.39027	-76.6232
1.39027	1.39027	-75.9493
1.39027	1.39027	-75.269
1.39027	1.39027	-73.992
1.39027	1.39027	-72.3824
1.39027	1.39027	-71.3518
1.39027	1.39027	-70.5792
1.39027	1.39027	-68.9276
1.39027	1.39027	-67.3252
1.39027	1.39027	-66.6673
1.39027	1.39027	-66.0394
1.39027	1.39027	-64.0022
1.39027	1.39027	-63.3044
1.39027	1.39027	-62.012
1.39027	1.39027	-61.4392
1.39027	1.39027	-59.7203
1.39027	1.39027	-58.6975
1.39027	1.39027	-57.3101
1.39027	1.39027	-56.7237
1.39027	1.39027	-56.5636
1.39027	1.39027	-55.1412
1.39027	1.39027	-53.9009
1.39027	1.39027	-52.9726
1.39027	1.39027	-52.2032
1.39027	1.39027	-51.9014
1.39027	1.39027	-50.7923
1.39027	1.39027	-50.4751
1.39027	1.39027	-48.8504
1.39027	1.39027	-48.5979
1.39027	1.39027	-46.7618
1.39027	1.39027	-46.2555
1.39027	1.39027	-45.621
1.39027	1.39027	-45.1516
1.39027	1.39027	-44.5303
1.39027	1.39027	-43.5969
1.39027	1.39027	-42.5257
1.39027	1.39027	-41.6165
1.39027	1.39027	-41.3117
1.39027	1.39027	-40.151
1.39027	1.39027	-39.7056
1.39027	1.39027	-38.4195
1.39027	1.39027	-37.7958
1.39027	1.39027	-37.0616
1.39027	1.39027	-37.0091
1.39027	1.39027	-36.6059
1.39027	1.39027	-36.2424
1.39027	1.39027	-35.2361
1.39027	1.39027	-35.0379
1.39027	1.39027	-34.6522
1.39027	1.39027	-34.233
1.39027	1.39027	-33.1846
1.39027	1.39027	-32.6594
1.39027	1.39027	-32.4133
1.39027	1.39027	-32.0262
1.39027	1.39027	-31.7767
1.39027	1.39027	-30.6513
1.39027	1.39027	-30.5296
1.39027	1.39027	-29.3962
1.39027	1.39027	-29.0489
1.39027	1.39027	-28.9454
1.39027	1.39027	-28.2741
1.39027	1.39027	-28.1087
1.39027	1.39027	-27.7011
1.39027	1.39027	-27.5297
1.39027	1.39027	-26.6993
1.39027	1.39027	-26.218
1.39027	1.39027	-25.9774
1.39027	1.39027	-25.9255
1.39027	1.39027	-25.1153
1.39027	1.39027	-24.7644
1.39027	1.39027	-24.3114
1.39027	1.39027	-23.918
1.39027	1.39027	-23.6427
1.39027	1.39027	-23.5519
1.39027	1.39027	-23.486
1.39027	1.39027	-22.7381
1.39027	1.39027	-22.723
1.39027	1.39027	-22.4113
1.39027	1.39027	-22.1814
1.39027	1.39027	-22.0655
1.39027	1.39027	-21.6064
1.39027	1.39027	-21.4082
1.39027	1.39027	-20.8264
1.39027	1.39027	-20.5385
1.39027	1.39027	-20.1418
1.39027	1.39027	-19.5978
1.39027	1.39027	-19.2952
1.39027	1.39027	-18.8532
1.39027	1.39027	-18.5609
1.39027	1.39027	-18.5167
1.39027	1.39027	-18.2865
1.39027	1.39027	-18.2762
1.39027	1.39027	-17.662
1.39027	1.39027	-17.3366
1.39027	1.39027	-17.0315
1.39027	1.39027	-16.8695
1.39027	1.39027	-16.5715
1.39027	1.39027	-16.501
1.39027	1.39027	-16.1509
1.39027	1.39027	-16.0637
1.39027	1.39027	-15.7071
1.39027	1.39027	-15.5417
1.39027	1.39027	-15.2502
1.39027	1.39027	-14.9348
1.39027	1.39027	-14.6201
1.39027	1.39027	-14.3208
1.39027	1.39027	-14.0608
1.39027	1.39027	-14.0056
1.39027	1.39027	-13.4428
1.39027	1.39027	-13.302
1.39027	1.39027	-13.2735
1.39027	1.39027	-13.1417
1.39027	1.39027	-12.8937
1.39027	1.39027	-12.8392
1.39027	1.39027	-12.3124
1.39027	1.39027	-12.2326
1.39027	1.39027	-11.8421
1.39027	1.39027	-11.6864
1.39027	1.39027	-11.3613
1.39027	1.39027	-11.1883
1.39027	1.39027	-10.8638
1.39027	1.39027	-10.7872
1.39027	1.39027	-10.3472
1.39027	1.39027	-10.2135
1.39027	1.39027	-10.0862
1.39027	1.39027	-10.0268
1.39027	1.39027	-9.98104
1.39027	1.39027	-9.5663
1.39027	1.39027	-9.42693
1.39027	1.39027	-9.22845
1.39027	1.39027	-9.19493
1.39027	1.39027	-9.16688
1.39027	1.39027	-9.03096
1.39027	1.39027	-8.90095
1.39027	1.39027	-8.76077
1.39027	1.39027	-8.53191
1.39027	1.39027	-8.34117
1.39027	1.39027	-8.18743
1.39027	1.39027	-7.94322
1.39027	1.39027	-7.82918
1.39027	1.39027	-7.56366
1.39027	1.39027	-7.52766
1.39027	1.39027	-7.45013
